Perovskite,Hill formula,Interlayer space composition,Dopant,"Dopant, wt%","Bandgap, eV",DOI,Materials Project ID,COD_ID,Springer_ID,Z,Z_MP,"a, A","b, A","c, A",Symmetry group,"d,A",a_MP,b_MP,c_MP,XRD pattern,Crystal structure,Number of octahedrons on a layer,Valence electrons,Volume,Valence Electrons Density,avg s valence electrons,avg p valence electrons,avg d valence electrons,avg f valence electrons,frac s valence electrons,frac p valence electrons,frac d valence electrons,frac f valence electrons,MagpieData minimum Electronegativity,MagpieData maximum Electronegativity,MagpieData range Electronegativity,MagpieData mean Electronegativity,Average Pauling electronegativity,Average Mulliken electronegativity
Sr2Ta2O7,O7 Sr2 Ta2,,N,0.905,2.3,10.1021/nn102469e,mp-13664,2106523,,,2,,,,,,13.81974189,13.81974189,5.71108702,,,,14,309.4413886,0.090485633,2,2.545454545,0.545454545,2.545454545,0.261904762,0.333333333,0.071428571,0.333333333,0.95,3.44,2.49,2.634545455,2.634545455,6.036062318
La2Ti2O7,La2 O7 Ti2,,,,3.82,10.1007/s11244-005-3837-x,mp-4423,1001022,,,2,,,,,,7.41544296,7.41544296,7.41544296,,,,14,288.3342929,0.097109503,2,2.545454545,0.545454545,0,0.392857143,0.5,0.107142857,0,1.1,3.44,2.34,2.669090909,2.669090909,5.983197477
La2Ti2O7,La2 O7 Ti2,,,,3.82,10.1021/jp0493226,mp-4423,1001022,,,2,,,,,,7.41544296,7.41544296,7.41544296,,,,14,288.3342929,0.097109503,2,2.545454545,0.545454545,0,0.392857143,0.5,0.107142857,0,1.1,3.44,2.34,2.669090909,2.669090909,5.983197477
Fe0.02La1.98Ti2O7,Fe0.02 La1.98 O7 Ti2,,,,2.6,10.1021/jp0493226,mp-4423,1001022,,,0,-1,,,,,0,,,,,,14,0,,2,2.545454545,0.554545455,0,0.392156863,0.499108734,0.108734403,0,1.1,3.44,2.34,2.670418182,2.670418182,5.984944076
Cr0.02La1.98Ti2O7,Cr0.02 La1.98 O7 Ti2,,,,2.2,10.1021/jp0493226,mp-4423,1001022,,,0,-1,,,,,0,,,,,,14,0,,1.998181818,2.545454545,0.552727273,0,0.392079914,0.499464859,0.108455227,0,1.1,3.44,2.34,2.670109091,2.670109091,5.984386482
Sr2Nb2O7,Nb2 O7 Sr2,,,,4,10.1039/b417052k,mp-15590,2002850,,,8,,,,,,5.80171801,7.97565209,27.3520934,,,,14,1265.649314,0.088492127,1.818181818,2.545454545,0.727272727,0,0.357142857,0.5,0.142857143,0,0.95,3.44,2.49,2.652727273,2.652727273,6.018204682
La2Ti2O7,La2 O7 Ti2,,,,3.9,10.1039/c3cy00179b,mp-4423,1001022,,,2,,,,,,7.41544296,7.41544296,7.41544296,,,,14,288.3342929,0.097109503,2,2.545454545,0.545454545,0,0.392857143,0.5,0.107142857,0,1.1,3.44,2.34,2.669090909,2.669090909,5.983197477
La2Ti2O7,La2 O7 Ti2,,Rh,0.42,3.78,10.1039/c3cy00179b,mp-4423,1001022,,,2,,,,,,7.41544296,7.41544296,7.41544296,,,,14,288.3342929,0.097109503,2,2.545454545,0.545454545,0,0.392857143,0.5,0.107142857,0,1.1,3.44,2.34,2.669090909,2.669090909,5.983197477
K2La2Ti3O10,K2 La2 O10 Ti3,,,,3.5,10.1016/j.pnsc.2012.03.002,mp-6548,-1,,,1,,,,,,15.28115725,15.28115725,15.28115725,,,,20,229.9024861,0.086993405,1.882352941,2.352941176,0.470588235,0,0.4,0.5,0.1,0,0.82,3.44,2.62,2.521176471,2.521176471,5.689874592
K2La2Ti3O10,K2 La2 O10 Ti3,,PbS,NaN,3.06,10.1016/j.pnsc.2012.03.002,mp-6548,-1,,,1,,,,,,15.28115725,15.28115725,15.28115725,,,,20,229.9024861,0.086993405,1.882352941,2.352941176,0.470588235,0,0.4,0.5,0.1,0,0.82,3.44,2.62,2.521176471,2.521176471,5.689874592
TiO2,O2 Ti,,,,3.26,10.1016/j.ijhydene.2014.02.172,mp-1245098,1010942,,,30,,,,,,10.59112378,10.78473663,10.48617618,,,,4,1182.74126,0.101459215,2,2.666666667,0.666666667,0,0.375,0.5,0.125,0,1.54,3.44,1.9,2.806666667,2.806666667,6.1769976
HLaNb2O7,H La Nb2 O7,,,,3.1,10.1016/j.ijhydene.2014.02.172,mp-1205881,-1,,,1,,,,,,3.926332,3.926332,10.74639,,,,14,165.6672399,0.08450675,1.727272727,2.545454545,0.818181818,0,0.339285714,0.5,0.160714286,0,1.1,3.44,2.34,2.78,2.78,6.427005223
HLaNb2O7,H La Nb2 O7,,Pt,0.8,3.1,10.1016/j.ijhydene.2014.02.172,mp-1205881,-1,,,1,,,,,,3.926332,3.926332,10.74639,,,,14,165.6672399,0.08450675,1.727272727,2.545454545,0.818181818,0,0.339285714,0.5,0.160714286,0,1.1,3.44,2.34,2.78,2.78,6.427005223
HLaNb2O7,H La Nb2 O7,,TiO2,4.3,3.1,10.1016/j.ijhydene.2014.02.172,mp-1205881,-1,,,1,,,,,,3.926332,3.926332,10.74639,,,,14,165.6672399,0.08450675,1.727272727,2.545454545,0.818181818,0,0.339285714,0.5,0.160714286,0,1.1,3.44,2.34,2.78,2.78,6.427005223
HCa2Nb3O10,Ca2 H Nb3 O10,,,,3.66,10.1016/j.apcatb.2013.10.028,-1,-1,,,0,3.85,3.85,14.379,,,0,,,,,,20,0,,1.75,2.5,0.75,0,0.35,0.5,0.15,0,1,3.44,2.44,2.7125,2.7125,6.264025611
HCa2TaNb2O10,Ca2 H Nb2 O10 Ta,,,,3.65,10.1016/j.apcatb.2013.10.028,-1,-1,,,0,3.85,3.85,14.379,,,0,,,,,,20,0,,1.8125,2.5,0.6875,0.875,0.308510638,0.425531915,0.117021277,0.14893617,1,3.44,2.44,2.70625,2.70625,6.270164173
HCa2Nb3O10,Ca2 H Nb3 O10,,"ZnS, PbS",NaN,3.54,10.1016/j.apcatb.2013.10.028,-1,-1,,,0,3.85,3.85,14.379,,,0,,,,,,20,0,,1.75,2.5,0.75,0,0.35,0.5,0.15,0,1,3.44,2.44,2.7125,2.7125,6.264025611
HCa2TaNb2O10,Ca2 H Nb2 O10 Ta,,"ZnS, PbS",NaN,3.54,10.1016/j.apcatb.2013.10.028,-1,-1,,,0,3.85,3.85,14.379,,,0,,,,,,20,0,,1.8125,2.5,0.6875,0.875,0.308510638,0.425531915,0.117021277,0.14893617,1,3.44,2.44,2.70625,2.70625,6.270164173
La2Ti2O7,La2 O7 Ti2,,,,3.87,10.1023/B:CATL.0000007154.30343.23,mp-4423,1001022,,,2,,,,,,7.41544296,7.41544296,7.41544296,,,,14,288.3342929,0.097109503,2,2.545454545,0.545454545,0,0.392857143,0.5,0.107142857,0,1.1,3.44,2.34,2.669090909,2.669090909,5.983197477
CaBi2Nb2O9,Bi2 Ca Nb2 O9,,,,3.53,10.1021/acssuschemeng.7b04181,-1,sd_1045310,,,0,,,,A21am,,0,,,,,,18,0,,1.866666667,2.8,1.866666667,1.866666667,0.222222222,0.333333333,0.222222222,0.222222222,1,3.44,2.44,2.68,2.68,5.993204197
SrBi2Nb2O9,Bi2 Nb2 O9 Sr,,,,3.42,10.1021/acssuschemeng.7b04181,-1,sd_0548135,,,0,,,,A21am,,0,,,,,,18,0,,1.866666667,2.8,1.866666667,1.866666667,0.222222222,0.333333333,0.222222222,0.222222222,0.95,3.44,2.49,2.673333333,2.673333333,5.967152662
BaBi2Nb2O9,Ba Bi2 Nb2 O9,,,,2.82,10.1021/acssuschemeng.7b04181,-1,sd_0548134,,,0,,,,I4/mmm,,0,,,,,,18,0,,1.866666667,2.8,1.866666667,1.866666667,0.222222222,0.333333333,0.222222222,0.222222222,0.89,3.44,2.55,2.665333333,2.665333333,5.941109805
CaBi2Nb2O9,Bi2 Ca Nb2 O9,,,,3.51,10.1021/acssuschemeng.7b04181,-1,sd_1045310,,,0,,,,A21am,,0,,,,,,18,0,,1.866666667,2.8,1.866666667,1.866666667,0.222222222,0.333333333,0.222222222,0.222222222,1,3.44,2.44,2.68,2.68,5.993204197
SrBi2Nb2O9,Bi2 Nb2 O9 Sr,,,,3.48,10.1021/acssuschemeng.7b04181,-1,sd_0548135,,,0,,,,A21am,,0,,,,,,18,0,,1.866666667,2.8,1.866666667,1.866666667,0.222222222,0.333333333,0.222222222,0.222222222,0.95,3.44,2.49,2.673333333,2.673333333,5.967152662
BaBi2Nb2O9,Ba Bi2 Nb2 O9,,,,3.08,10.1021/acssuschemeng.7b04181,-1,sd_0548134,,,0,,,,I4/mmm,,0,,,,,,18,0,,1.866666667,2.8,1.866666667,1.866666667,0.222222222,0.333333333,0.222222222,0.222222222,0.89,3.44,2.55,2.665333333,2.665333333,5.941109805
Na2Ta2O6,Na2 O6 Ta2,,,,4.6,10.1016/j.apcata.2005.11.007,mp-676280,1001030,,,8,,,,,,7.57148176,7.44413558,14.78526202,,,,12,583.5490822,0.164510583,1.8,2.4,0.6,2.8,0.236842105,0.315789474,0.078947368,0.368421053,0.93,3.44,2.51,2.55,2.55,5.879717511
K2Ta2O6,K2 O6 Ta2,,,,4.5,10.1016/j.apcata.2005.11.007,mp-3614,-1,,,1,,,,,,3.99488137,3.99488137,3.99488137,,,,12,63.75462003,0.188221653,1.8,2.4,0.6,2.8,0.236842105,0.315789474,0.078947368,0.368421053,0.82,3.44,2.62,2.528,2.528,5.795229476
Ca2Ta2O7,Ca2 O7 Ta2,,,,4.4,10.1016/j.apcata.2005.11.007,mp-640836,1001177,,,16,,,,,,7.42489403,7.42489403,48.809404,,,,14,2333.569294,0.095990293,2,2.545454545,0.545454545,2.545454545,0.261904762,0.333333333,0.071428571,0.333333333,1,3.44,2.44,2.643636364,2.643636364,6.071587138
Ca2Nb2O7,Ca2 Nb2 O7,,,,4.1,10.1016/j.apcata.2005.11.007,mp-4155,1011128,,,2,,,,,,7.48360946,7.48360946,7.48360946,,,,14,296.3591552,0.094479956,1.818181818,2.545454545,0.727272727,0,0.357142857,0.5,0.142857143,0,1,3.44,2.44,2.661818182,2.661818182,6.053729502
La2Ti2O7,La2 O7 Ti2,,,,3.31,10.1088/0957-4484/17/19/014,mp-4423,1001022,,,2,,,,,,7.41544296,7.41544296,7.41544296,,,,14,288.3342929,0.097109503,2,2.545454545,0.545454545,0,0.392857143,0.5,0.107142857,0,1.1,3.44,2.34,2.669090909,2.669090909,5.983197477
Ba5Ta4O15,Ba5 O15 Ta4,,,,4.5,10.1002/smll.201402679,mp-504554,2106435,,,1,,,,,,5.81978595,5.81978595,11.88463337,,,,30,348.6024977,0.086057903,2,2.5,0.5,2.333333333,0.272727273,0.340909091,0.068181818,0.318181818,0.89,3.44,2.55,2.585416667,2.585416667,5.926242115
Ba5Ta2Nb2O15,Ba5 Nb2 O15 Ta2,,,,4.2,10.1002/smll.201402679,-1,7039790,sd_1041014,,0,-1,,,,,0,,,,,,30,0,,1.916666667,2.5,0.583333333,1.166666667,0.310810811,0.405405405,0.094594595,0.189189189,0.89,3.44,2.55,2.59375,2.59375,5.918057365
Ba5Nb4O15,Ba5 Nb4 O15,,,,3.9,10.1002/smll.201402679,mp-3563,7039788,,,1,,,,,,5.85323813,5.85323716,11.91281149,,,,30,353.4576006,0.08487581,1.833333333,2.5,0.666666667,0,0.366666667,0.5,0.133333333,0,0.89,3.44,2.55,2.602083333,2.602083333,5.909872615
ZnO,O Zn,,,,3.03,10.1007/s10008-017-3533-3,mp-1245015,1011258,,,40,,,,,,10.44276246,9.97683173,10.79180353,,,,2,1118.33807,0.071534719,2,2,5,0,0.222222222,0.222222222,0.555555556,0,1.65,3.44,1.79,2.545,2.545,5.963339325
ZnO,O Zn,,CuO,1,2.96,10.1007/s10008-017-3533-3,mp-1245015,1011258,,,40,,,,,,10.44276246,9.97683173,10.79180353,,,,2,1118.33807,0.071534719,2,2,5,0,0.222222222,0.222222222,0.555555556,0,1.65,3.44,1.79,2.545,2.545,5.963339325
ZnO,O Zn,,CuO,3,3.14,10.1007/s10008-017-3533-3,mp-1245015,1011258,,,40,,,,,,10.44276246,9.97683173,10.79180353,,,,2,1118.33807,0.071534719,2,2,5,0,0.222222222,0.222222222,0.555555556,0,1.65,3.44,1.79,2.545,2.545,5.963339325
CdS,Cd S,,,,2.32,10.1039/C0EE00604A,mp-1021511,1011054,sd_0304039,,1,,,,,,4.25614775,4.25614775,5.92118,cubic,,,0,92.89071464,0,2,2,5,0,0.222222222,0.222222222,0.555555556,0,1.69,2.58,0.89,2.135,2.135,5.177733628
Zn0.1Cd0.9S,Cd0.9 Zn0.1,,,,2.41,10.1039/C0EE00604A,-1,-1,,,0,-1,,,,,0,,,,,,0,0,,2,0,10,0,0.166666667,0,0.833333333,0,1.65,1.69,0.04,1.686,1.686,4.16192885
Zn0.3Cd0.7S,Cd0.7 Zn0.3,,,,2.54,10.1039/C0EE00604A,-1,-1,,,0,-1,,,,,0,,,,,,0,0,,2,0,10,0,0.166666667,0,0.833333333,0,1.65,1.69,0.04,1.678,1.678,4.21196655
Zn0.5Cd0.5S,Cd0.5 Zn0.5,,,,2.68,10.1039/C0EE00604A,-1,-1,,,0,-1,,,,,0,,,,,,0,0,,2,0,10,0,0.166666667,0,0.833333333,0,1.65,1.69,0.04,1.67,1.67,4.26200425
Zn0.7Cd0.2S,Cd0.3 Zn0.7,,,,2.91,10.1039/C0EE00604A,-1,-1,,,0,-1,,,,,0,,,,,,0,0,,2,0,10,0,0.166666667,0,0.833333333,0,1.65,1.69,0.04,1.662,1.662,4.31204195
Zn0.9Cd0.1S,Cd0.1 Zn0.9,,,,3.36,10.1039/C0EE00604A,-1,-1,,,0,-1,,,,,0,,,,,,0,0,,2,0,10,0,0.166666667,0,0.833333333,0,1.65,1.69,0.04,1.654,1.654,4.36207965
ZnS,S Zn,,,,3.6,10.1039/C0EE00604A,mp-1244890,1011195,sd_1251331,,50,,,,,,12.34515076,15.34169717,13.41094744,hexagonal,,,0,2502.916739,0,2,2,5,0,0.222222222,0.222222222,0.555555556,0,1.65,2.58,0.93,2.115,2.115,5.302827878
SrTa2O6,O6 Sr Ta2,,,,4.49,10.1016/j.jcat.2005.02.021,mp-17715,1534928,,,4,,,,,,5.63450966,7.6422105,11.06642043,,,,12,476.5212687,0.100730026,2,2.666666667,0.666666667,3.111111111,0.236842105,0.315789474,0.078947368,0.368421053,0.95,3.44,2.49,2.732222222,2.732222222,6.220404292
Sr4Ta2O9,O9 Sr4 Ta2,,,,4.81,10.1016/j.jcat.2005.02.021,mp-769246,-1,,,4,,,,,,5.811993,10.228956,17.90492959,,,,18,882.2617759,0.081608432,2,2.4,0.4,1.866666667,0.3,0.36,0.06,0.28,0.95,3.44,2.49,2.517333333,2.517333333,5.81485195
Sr5Ta4O15,O15 Sr5 Ta4,,,,4.75,10.1016/j.jcat.2005.02.021,mp-769297,-1,,,1,,,,,,5.66948493,5.6694842,11.54266629,,,,30,321.3096232,0.093367885,2,2.5,0.5,2.333333333,0.272727273,0.340909091,0.068181818,0.318181818,0.95,3.44,2.49,2.597916667,2.597916667,5.966934078
CuBi2O4 ,Bi2 Cu O4,,,,1.55,10.1021/acsami.8b02439,mp-560165,1004051,,,2,,,,,,6.88666148,6.88666148,6.88666148,,,,8,222.3313181,0.07196467,1.857142857,3.142857143,4.285714286,4,0.139784946,0.23655914,0.322580645,0.301075269,1.9,3.44,1.54,2.814285714,2.814285714,6.123897247
K4Nb6O17,K4 Nb6 O17,,,,3.3,10.1016/S0927-6513(96)00112-5,mp-560692,1001842,,,4,,,,,,6.604068,7.938952,33.703336,,,,34,1767.044972,0.076964651,1.62962963,2.518518519,0.888888889,0,0.323529412,0.5,0.176470588,0,0.82,3.44,2.62,2.642962963,2.642962963,5.958736269
CsCa2Ta3O10,Ca2 Cs O10 Ta3,,,,4.13,10.1021/ja3043678,mp-10347,1522043,,,1,,,,,,3.950634,3.950634,15.513552,,,,20,242.1279025,0.082600972,1.9375,2.5,0.5625,2.625,0.254098361,0.327868852,0.073770492,0.344262295,0.79,3.44,2.65,2.605625,2.605625,5.970332029
CsCa2Ta3O9.7N0.2,Ca2 Cs O10 Ta3,,N,0.3,2.17,10.1021/ja3043678,mp-10347,1522043,,,1,,,,,,3.950634,3.950634,15.513552,,,,20,242.1279025,0.082600972,1.9375,2.5,0.5625,2.625,0.254098361,0.327868852,0.073770492,0.344262295,0.79,3.44,2.65,2.605625,2.605625,5.970332029
KCa2Nb3O10,Ca2 K Nb3 O10,,,,3.35,10.1021/jp0751155,mp-557195,1521061,,,4,,,,,,7.808443,7.854881,15.19056011,,,,20,924.746948,0.086510153,1.75,2.5,0.75,0,0.35,0.5,0.15,0,0.82,3.44,2.62,2.62625,2.62625,5.966809681
Ba5Nb4O15,Ba5 Nb4 O15,,,,3.92,10.1021/acsami.5b06281,mp-3563,7039788,,,1,,,,,,5.85323813,5.85323716,11.91281149,,,,30,353.4576006,0.08487581,1.833333333,2.5,0.666666667,0,0.366666667,0.5,0.133333333,0,0.89,3.44,2.55,2.602083333,2.602083333,5.909872615
KCa2Nb3O10,Ca2 K Nb3 O10,,,,3.55,10.1039/C3RA40638E,-1,-1,,,0,3.845,29.35,7.658,Cmcm,,0,,,,,,20,0,,1.75,2.5,0.75,0,0.35,0.5,0.15,0,0.82,3.44,2.62,2.62625,2.746666667,6.203192898
KCa2Nb3O10,Ca2 K Nb3 O10,,N,1.37,3.03,10.1039/C3RA40638E,-1,-1,,,0,3.849,29.42,7.668,Cmcm,,0,,,,,,20,0,,1.75,2.5,0.75,0,0.35,0.5,0.15,0,0.82,3.44,2.62,2.62625,2.746666667,6.203192898
CsSr1.5Ba0.5Ta3O10,Ba0.5 Cs O10 Sr1.5 Ta3,,N,0.41,2.18,10.3390/catal3010001,-1,-1,sd_1000988,,0,-1,,,,,0,,,,,,20,0,,1.9375,2.5,0.5625,2.625,0.254098361,0.327868852,0.073770492,0.344262295,0.79,3.44,2.65,2.5975,2.5975,5.93980492
KCa2Nb3O10,Ca2 K Nb3 O10,,Rh,0.55,2.92,10.1021/ja207103j,mp-557195,1521061,,,4,,,,,,7.808443,7.854881,15.19056011,,,,20,924.746948,0.086510153,1.75,2.5,0.75,0,0.35,0.5,0.15,0,0.82,3.44,2.62,2.62625,2.62625,5.966809681
KCa2Nb3O10,Ca2 K Nb3 O10,,,,3.55,10.1021/ja207103j,mp-557195,1521061,,,4,,,,,,7.808443,7.854881,15.19056011,,,,20,924.746948,0.086510153,1.75,2.5,0.75,0,0.35,0.5,0.15,0,0.82,3.44,2.62,2.62625,2.62625,5.966809681
CsBa2Nb3O10,Ba2 Cs Nb3 O10,,,,2.8,10.1134/S0036023623602842,mp-505814,1526807,,,1,3.97,3.97,15.56,tetragonal,,4.029055,4.029055,16.069895,,,,20,260.8671725,0.07666737,1.75,2.5,0.75,0,0.35,0.5,0.15,0,0.79,3.44,2.65,2.610625,2.610625,5.903077849
HBa2Nb3O10,Ba2 H Nb3 O10,,,,2.8,10.1134/S0036023623602842,-1,-1,,,0,3.97,3.97,15.56,tetragonal,,0,,,,,,20,0,,1.75,2.5,0.75,0,0.35,0.5,0.15,0,0.89,3.44,2.55,2.69875,2.69875,6.215187119
HSr2Nb3O19*yH2O,H Nb3 O19 Sr2,,,,3.29,10.3390/molecules28124807,-1,-1,,,0,3.89,3.89,16.43,tetragonal,,0,,,,,,38,0,,1.84,3.04,0.48,0,0.343283582,0.567164179,0.089552239,0,0.95,3.44,2.49,2.9704,2.9704,6.707594324
HSr2Nb3O19*MeNH2*yH2O,C H6 N Nb3 O19 Sr2 ,,,,3.29,10.3390/molecules28124807,-1,-1,,,0,3.9,3.9,16.54,tetragonal,,0,,,,,,38,0,,1.71875,2.53125,0.375,0,0.371621622,0.547297297,0.081081081,0,0.95,3.44,2.49,2.8390625,2.8390625,6.783303294
HSr2Nb3O19*EtNH2*yH2O,C2 H8 N Nb3 O19 Sr2 ,,,,3.3,10.3390/molecules28124807,-1,-1,,,0,3.9,3.9,20.78,tetragonal,,0,,,,,,38,0,,1.685714286,2.371428571,0.342857143,0,0.383116883,0.538961039,0.077922078,0,0.95,3.44,2.49,2.794285714,2.794285714,6.790855395
HSr2Nb3O19*PrNH2*yH2O,C3 H10 N Nb3 O19 Sr2 ,,,,3.31,10.3390/molecules28124807,-1,-1,,,0,3.89,3.89,22.41,tetragonal,,0,,,,,,38,0,,1.657894737,2.236842105,0.315789474,0,0.39375,0.53125,0.075,0,0.95,3.44,2.49,2.756578947,2.756578947,6.797215058
HSr2Nb3O19*BuNH2*yH2O,C4 H12 N Nb3 O19 Sr2 ,,,,3.32,10.3390/molecules28124807,-1,-1,,,0,3.9,3.9,25.55,tetragonal,,0,,,,,,38,0,,1.634146341,2.12195122,0.292682927,0,0.403614458,0.524096386,0.072289157,0,0.95,3.44,2.49,2.724390244,2.724390244,6.80264404
HSr2Nb3O19*HxNH2*yH2O,C6 H16 N Nb3 O19 Sr2 ,,,,3.32,10.3390/molecules28124807,-1,-1,,,0,3.93,3.93,29.52,tetragonal,,0,,,,,,38,0,,1.595744681,1.936170213,0.255319149,0,0.421348315,0.511235955,0.06741573,0,0.95,3.44,2.49,2.672340426,2.672340426,6.811422818
HSr2Nb3O19*OcNH2*yH2O,C8 H20 N Nb3 O19 Sr2 ,,,,3.32,10.3390/molecules28124807,-1,-1,,,0,3.9,3.9,33.73,tetragonal,,0,,,,,,38,0,,1.566037736,1.79245283,0.226415094,0,0.436842105,0.5,0.063157895,0,0.95,3.44,2.49,2.632075472,2.632075472,6.818213948
HSr2Nb3O19*MeOH*yH2O,C H5 N Nb3 O20 Sr2 ,,,,3.22,10.3390/molecules28124807,-1,-1,,,0,3.9,3.9,31.44,tetragonal,,0,,,,,,40,0,,1.75,2.65625,0.375,0,0.366013072,0.555555556,0.078431373,0,0.95,3.44,2.49,2.8778125,2.8778125,6.794649039
HSr2Nb3O19*EtOH*yH2O,C2 H7 N Nb3 O20 Sr2 ,,,,3.25,10.3390/molecules28124807,-1,-1,,,0,3.91,3.91,18.2,tetragonal,,0,,,,,,40,0,,1.714285714,2.485714286,0.342857143,0,0.377358491,0.547169811,0.075471698,0,0.95,3.44,2.49,2.829714286,2.829714286,6.801228647
HSr2Nb3O19*PrOH*yH2O,C3 H9 N Nb3 O20 Sr2 ,,,,3.27,10.3390/molecules28124807,-1,-1,,,0,3.9,3.9,20.25,tetragonal,,0,,,,,,40,0,,1.684210526,2.342105263,0.315789474,0,0.387878788,0.539393939,0.072727273,0,0.95,3.44,2.49,2.789210526,2.789210526,6.80676937
HSr2Nb3O19*BuOH*yH2O,C4 H11 N Nb3 O20 Sr2 ,,,,3.3,10.3390/molecules28124807,-1,-1,,,0,3.9,3.9,22.01,tetragonal,,0,,,,,,40,0,,1.658536585,2.219512195,0.292682927,0,0.397660819,0.532163743,0.070175439,0,0.95,3.44,2.49,2.754634146,2.754634146,6.811499255
HSr2Nb3O19*HxOH*yH2O,C6 H15 N Nb3 O20 Sr2 ,,,,3.3,10.3390/molecules28124807,-1,-1,,,0,3.9,3.9,25.65,tetragonal,,0,,,,,,40,0,,1.617021277,2.021276596,0.255319149,0,0.415300546,0.519125683,0.06557377,0,0.95,3.44,2.49,2.698723404,2.698723404,6.819147581
HSr2Nb3O19*OcNH2*yH2O,C8 H19 N Nb3 O20 Sr2 ,,,,3.34,10.3390/molecules28124807,-1,-1,,,0,3.89,3.89,33.8,tetragonal,,0,,,,,,40,0,,1.58490566,1.867924528,0.226415094,0,0.430769231,0.507692308,0.061538462,0,0.95,3.44,2.49,2.655471698,2.655471698,6.825064209
Li2La2Ti3O10,La2 Li2 O10 Ti3,,,,3.5,10.1134/S1070363212070018,mp-9406,-1,,,1,,,,,,13.6568359,13.6568359,13.6568359,,,,20,201.0880346,0.099458926,1.882352941,2.352941176,0.470588235,0,0.4,0.5,0.1,0,0.98,3.44,2.46,2.54,2.54,5.758559377
Na2La2Ti3O10,La2 Na2 O10 Ti3,,,,3.3,10.1134/S1070363212070018,mp-6144,1544433,,,1,,,,,,14.69641334,14.69641334,14.69641334,,,,20,216.4068773,0.092418505,1.882352941,2.352941176,0.470588235,0,0.4,0.5,0.1,0,0.93,3.44,2.51,2.534117647,2.534117647,5.739573436
K2La2Ti3O10,K2 La2 O10 Ti3,,,,3.2,10.1134/S1070363212070018,mp-6548,-1,,,1,,,,,,15.28115725,15.28115725,15.28115725,,,,20,229.9024861,0.086993405,1.882352941,2.352941176,0.470588235,0,0.4,0.5,0.1,0,0.82,3.44,2.62,2.521176471,2.521176471,5.689874592
Li2Nd2Ti3O10,Li2 Nd2 O10 Ti3,,,,3.6,10.1134/S1070363212070018,-1,-1,,,0,-1,,,,,0,,,,,,20,0,,1.882352941,2.352941176,0.352941176,0.470588235,0.372093023,0.465116279,0.069767442,0.093023256,0.98,3.44,2.46,2.544705882,2.544705882,5.728444501
Na2Nd2Ti3O10,Na2 Nd2 O10 Ti3,,,,3.4,10.1134/S1070363212070018,mp-6119,-1,,,1,,,,,,14.64115209,14.64115209,14.64115209,,,,20,213.34232,0.093746051,1.882352941,2.352941176,0.352941176,0.470588235,0.372093023,0.465116279,0.069767442,0.093023256,0.93,3.44,2.51,2.538823529,2.538823529,5.709458559
K2Nd2Ti3O10,K2 Nd2 O10 Ti3,,,,3.3,10.1134/S1070363212070018,mp-1223975,2007573,,,1,,,,,,15.19820412,15.19483684,3.90434391,,,,20,227.7941948,0.08779855,1.882352941,2.352941176,0.352941176,0.470588235,0.372093023,0.465116279,0.069767442,0.093023256,0.82,3.44,2.62,2.525882353,2.525882353,5.659759715
KCa2Nb3O10,Ca2 K Nb3 O10,,,,3.26,10.1039/C6RA11407E,mp-557195,1521061,,,4,,,,,,7.808443,7.854881,15.19056011,,,,20,924.746948,0.086510153,1.75,2.5,0.75,0,0.35,0.5,0.15,0,0.82,3.44,2.62,2.62625,2.62625,5.966809681
KCa2Nb3O10-Yellow,Ca2 K Nb3 O10,,N,NaN,2.47,10.1039/C6RA11407E,mp-557195,1521061,,,4,,,,,,7.808443,7.854881,15.19056011,,,,20,924.746948,0.086510153,1.75,2.5,0.75,0,0.35,0.5,0.15,0,0.82,3.44,2.62,2.62625,2.62625,5.966809681
KCa2Nb3O10-Black,Ca2 K Nb3 O10,,"N, Nb4+",NaN,2.47,10.1039/C6RA11407E,mp-557195,1521061,,,4,,,,,,7.808443,7.854881,15.19056011,,,,20,924.746948,0.086510153,1.75,2.5,0.75,0,0.35,0.5,0.15,0,0.82,3.44,2.62,2.62625,2.62625,5.966809681
RbLaTa2O7,La O7 Rb Ta2,,,,4.26,10.1021/acsnano.7b06131,mp-541600,-1,,,1,,,,,,3.910394,3.910394,11.314458,,,,14,173.0114279,0.08091951,1.909090909,2.545454545,0.636363636,2.545454545,0.25,0.333333333,0.083333333,0.333333333,0.82,3.44,2.62,2.636363636,2.636363636,6.004408846
RbLaTa2O7,La O7 Rb Ta2,,N,0.3,2.16,10.1021/acsnano.7b06131,mp-541600,-1,,,1,,,,,,3.910394,3.910394,11.314458,,,,14,173.0114279,0.08091951,1.909090909,2.545454545,0.636363636,2.545454545,0.25,0.333333333,0.083333333,0.333333333,0.82,3.44,2.62,2.636363636,2.636363636,6.004408846
KCa2Nb3O10,Ca2 K Nb3 O10,,,,3.22,10.1002/asia.201701001,mp-557195,-1,,,0,-1,,,,,0,,,,,,20,0,,1.75,2.5,0.75,0,0.35,0.5,0.15,0,0.82,3.44,2.62,2.62625,2.62625,5.966809681
KNaCa2Nb4O13,Ca2 K Na Nb4 O13,,,,3.1,10.1002/asia.201701001,-1,-1,,,0,3.876,3.885,37.359,Pmna,,0,,,,,,26,0,,1.714285714,2.476190476,0.761904762,0,0.346153846,0.5,0.153846154,0,0.82,3.44,2.62,2.612857143,2.612857143,5.94139645
